"No.","Time","Source","Destination","Protocol","Length","Info"
"264","11.388837","192.168.100.9","172.64.155.209","TCP","54","59883  >  443 [ACK] Seq=7213 Ack=5869 Win=251 Len=0"
"265","11.546721","172.64.155.209","192.168.100.9","TLSv1.2","178","Application Data"
"266","11.597477","192.168.100.9","172.64.155.209","TCP","54","59883  >  443 [ACK] Seq=7213 Ack=5993 Win=250 Len=0"
"267","11.645541","192.168.100.9","142.250.181.138","UDP","71","51837  >  443 Len=29"
"268","11.694265","142.250.181.138","192.168.100.9","UDP","67","443  >  51837 Len=25"
"269","11.753069","172.64.155.209","192.168.100.9","TLSv1.2","194","Application Data"
"270","11.806153","192.168.100.9","172.64.155.209","TCP","54","59883  >  443 [ACK] Seq=7213 Ack=6133 Win=255 Len=0"
"271","11.970619","172.64.155.209","192.168.100.9","TLSv1.2","202","Application Data"
"272","12.017070","192.168.100.9","172.64.155.209","TCP","54","59883  >  443 [ACK] Seq=7213 Ack=6281 Win=255 Len=0"
"273","12.174156","172.64.155.209","192.168.100.9","TLSv1.2","514","Application Data"
"274","12.215137","192.168.100.9","172.64.155.209","TCP","54","59883  >  443 [ACK] Seq=7213 Ack=6741 Win=253 Len=0"
"275","12.252112","172.64.155.209","192.168.100.9","TLSv1.2","187","Application Data"
"276","12.283105","192.168.100.9","172.64.155.209","TLSv1.2","7123","Application Data"
"277","12.283296","192.168.100.9","172.64.155.209","TLSv1.2","607","Application Data"
"278","12.303165","172.64.155.209","192.168.100.9","TCP","60","443  >  59883 [ACK] Seq=6874 Ack=10013 Win=11 Len=0"
"279","12.304727","172.64.155.209","192.168.100.9","TCP","60","443  >  59883 [ACK] Seq=6874 Ack=12813 Win=12 Len=0"
"280","12.305062","172.64.155.209","192.168.100.9","TCP","66","[TCP Dup ACK 279#1] 443  >  59883 [ACK] Seq=6874 Ack=12813 Win=12 Len=0 SLE=14213 SRE=14282"
"281","12.305401","172.64.155.209","192.168.100.9","TCP","60","443  >  59883 [ACK] Seq=6874 Ack=14282 Win=13 Len=0"
"282","12.341391","192.168.100.9","172.64.155.209","TLSv1.2","5703","Application Data"
"283","12.341512","192.168.100.9","172.64.155.209","TLSv1.2","1529","Application Data"
"284","12.343002","192.168.100.9","172.64.155.209","TLSv1.2","5703","Application Data"
"285","12.343136","192.168.100.9","172.64.155.209","TLSv1.2","1492","Application Data"
"286","12.346724","172.64.155.209","192.168.100.9","TCP","60","443  >  59883 [ACK] Seq=6874 Ack=14835 Win=13 Len=0"
"287","12.361604","172.64.155.209","192.168.100.9","TCP","60","443  >  59883 [ACK] Seq=6874 Ack=16235 Win=14 Len=0"
"288","12.361955","172.64.155.209","192.168.100.9","TCP","60","443  >  59883 [ACK] Seq=6874 Ack=17635 Win=14 Len=0"
"289","12.362532","172.64.155.209","192.168.100.9","TCP","60","443  >  59883 [ACK] Seq=6874 Ack=19035 Win=14 Len=0"
"290","12.363050","172.64.155.209","192.168.100.9","TCP","66","[TCP Dup ACK 289#1] 443  >  59883 [ACK] Seq=6874 Ack=19035 Win=15 Len=0 SLE=20435 SRE=20484"
"291","12.363050","172.64.155.209","192.168.100.9","TCP","60","443  >  59883 [ACK] Seq=6874 Ack=20484 Win=15 Len=0"
"292","12.363050","172.64.155.209","192.168.100.9","TCP","60","443  >  59883 [ACK] Seq=6874 Ack=21959 Win=15 Len=0"
"293","12.363050","172.64.155.209","192.168.100.9","TCP","60","443  >  59883 [ACK] Seq=6874 Ack=23359 Win=16 Len=0"
"294","12.363884","172.64.155.209","192.168.100.9","TCP","60","443  >  59883 [ACK] Seq=6874 Ack=24759 Win=16 Len=0"
"295","12.363884","172.64.155.209","192.168.100.9","TCP","60","443  >  59883 [ACK] Seq=6874 Ack=26159 Win=16 Len=0"
"296","12.365115","172.64.155.209","192.168.100.9","TCP","60","443  >  59883 [ACK] Seq=6874 Ack=27608 Win=17 Len=0"
"297","12.365115","172.64.155.209","192.168.100.9","TCP","66","[TCP Dup ACK 296#1] 443  >  59883 [ACK] Seq=6874 Ack=27608 Win=17 Len=0 SLE=29008 SRE=29046"
"298","12.365115","172.64.155.209","192.168.100.9","TCP","60","443  >  59883 [ACK] Seq=6874 Ack=29046 Win=17 Len=0"
"299","12.606973","172.64.155.209","192.168.100.9","TLSv1.2","341","Application Data"
"300","12.606973","172.64.155.209","192.168.100.9","TLSv1.2","101","Application Data"
"301","12.606973","172.64.155.209","192.168.100.9","TLSv1.2","85","Application Data"
"302","12.607146","192.168.100.9","172.64.155.209","TCP","54","59883  >  443 [ACK] Seq=29046 Ack=7239 Win=251 Len=0"
"303","12.617575","172.64.155.209","192.168.100.9","TLSv1.2","324","Application Data"
"304","12.617575","172.64.155.209","192.168.100.9","TLSv1.2","101","Application Data"
"305","12.617575","172.64.155.209","192.168.100.9","TLSv1.2","85","Application Data"
"306","12.617661","192.168.100.9","172.64.155.209","TCP","54","59883  >  443 [ACK] Seq=29046 Ack=7587 Win=255 Len=0"
"307","12.649684","192.168.100.9","224.0.0.251","MDNS","232","Standard query response 0x0000 PTR DESKTOP-422M4U9._dosvc._tcp.local SRV 0 0 7680 DESKTOP-422M4U9.local TXT"
"308","12.650295","fe80::3f25:aa6e:9cba:887d","ff02::fb","MDNS","252","Standard query response 0x0000 PTR DESKTOP-422M4U9._dosvc._tcp.local SRV 0 0 7680 DESKTOP-422M4U9.local TXT"
"309","12.650878","192.168.100.9","224.0.0.251","MDNS","93","Standard query 0x0000 ANY DESKTOP-422M4U9._dosvc._tcp.local, ""QM"" question"
"310","12.651210","fe80::3f25:aa6e:9cba:887d","ff02::fb","MDNS","113","Standard query 0x0000 ANY DESKTOP-422M4U9._dosvc._tcp.local, ""QM"" question"
"311","12.664884","172.64.155.209","192.168.100.9","TLSv1.2","329","Application Data"
"312","12.664884","172.64.155.209","192.168.100.9","TLSv1.2","136","Application Data, Application Data"
"313","12.664941","192.168.100.9","172.64.155.209","TCP","54","59883  >  443 [ACK] Seq=29046 Ack=7944 Win=254 Len=0"
"314","12.915560","192.168.100.9","224.0.0.251","MDNS","93","Standard query 0x0000 ANY DESKTOP-422M4U9._dosvc._tcp.local, ""QM"" question"
"315","12.916063","fe80::3f25:aa6e:9cba:887d","ff02::fb","MDNS","113","Standard query 0x0000 ANY DESKTOP-422M4U9._dosvc._tcp.local, ""QM"" question"
"316","13.174970","192.168.100.9","224.0.0.251","MDNS","93","Standard query 0x0000 ANY DESKTOP-422M4U9._dosvc._tcp.local, ""QM"" question"
"317","13.175433","fe80::3f25:aa6e:9cba:887d","ff02::fb","MDNS","113","Standard query 0x0000 ANY DESKTOP-422M4U9._dosvc._tcp.local, ""QM"" question"
"318","13.383740","192.168.100.9","20.195.84.16","TLSv1.2","85","Application Data"
"319","13.406895","172.64.155.209","192.168.100.9","TLSv1.2","419","Application Data"
"320","13.406895","172.64.155.209","192.168.100.9","TLSv1.2","99","Application Data"
"321","13.406970","192.168.100.9","172.64.155.209","TCP","54","59883  >  443 [ACK] Seq=29046 Ack=8354 Win=253 Len=0"
"322","13.407687","172.64.155.209","192.168.100.9","TLSv1.2","85","Application Data"
"323","13.432041","192.168.100.9","224.0.0.251","MDNS","297","Standard query response 0x0000 PTR, cache flush DESKTOP-422M4U9._dosvc._tcp.local SRV, cache flush 0 0 7680 DESKTOP-422M4U9.local TXT, cache flush A, cache flush 192.168.100.9 AAAA, cache flush fe80::3f25:aa6e:9cba:887d"
"324","13.432561","fe80::3f25:aa6e:9cba:887d","ff02::fb","MDNS","317","Standard query response 0x0000 PTR, cache flush DESKTOP-422M4U9._dosvc._tcp.local SRV, cache flush 0 0 7680 DESKTOP-422M4U9.local TXT, cache flush A, cache flush 192.168.100.9 AAAA, cache flush fe80::3f25:aa6e:9cba:887d"
"325","13.432915","192.168.100.9","224.0.0.251","MDNS","233","Standard query response 0x0000 SRV, cache flush 0 0 7680 DESKTOP-422M4U9.local TXT, cache flush A, cache flush 192.168.100.9 AAAA, cache flush fe80::3f25:aa6e:9cba:887d"
"326","13.433329","fe80::3f25:aa6e:9cba:887d","ff02::fb","MDNS","253","Standard query response 0x0000 SRV, cache flush 0 0 7680 DESKTOP-422M4U9.local TXT, cache flush A, cache flush 192.168.100.9 AAAA, cache flush fe80::3f25:aa6e:9cba:887d"
"327","13.463462","192.168.100.9","172.64.155.209","TCP","54","59883  >  443 [ACK] Seq=29046 Ack=8385 Win=252 Len=0"
"328","13.505079","20.195.84.16","192.168.100.9","TCP","60","443  >  58635 [ACK] Seq=28 Ack=60 Win=501 Len=0"
"329","14.053518","192.168.100.9","34.144.254.29","TCP","55","59913  >  443 [ACK] Seq=1 Ack=1 Win=252 Len=1"
"330","14.101919","34.144.254.29","192.168.100.9","TCP","66","443  >  59913 [ACK] Seq=1 Ack=2 Win=1050 Len=0 SLE=1 SRE=2"
"331","14.110414","192.168.100.9","104.18.32.47","TLSv1.2","233","Application Data"
"332","14.110583","192.168.100.9","104.18.32.47","TLSv1.2","93","Application Data"
"333","14.110655","192.168.100.9","104.18.32.47","TLSv1.2","4505","Application Data"
"334","14.131831","104.18.32.47","192.168.100.9","TCP","60","443  >  59880 [ACK] Seq=1 Ack=219 Win=11 Len=0"
"335","14.132034","104.18.32.47","192.168.100.9","TCP","60","443  >  59880 [ACK] Seq=1 Ack=1619 Win=11 Len=0"
"336","14.132034","104.18.32.47","192.168.100.9","TCP","54","443  >  59880 [ACK] Seq=1 Ack=180 Win=11 Len=0"
"337","14.132034","104.18.32.47","192.168.100.9","TLSv1.2","93","Application Data"
"338","14.134179","104.18.32.47","192.168.100.9","TCP","60","443  >  59880 [ACK] Seq=40 Ack=4670 Win=11 Len=0"
"339","14.170689","192.168.100.9","172.217.17.42","UDP","71","55741  >  443 Len=29"
"340","14.186643","192.168.100.9","104.18.32.47","TCP","54","59880  >  443 [ACK] Seq=4670 Ack=40 Win=253 Len=0"
"341","14.219027","172.217.17.42","192.168.100.9","UDP","67","443  >  55741 Len=25"
"342","14.243953","104.18.32.47","192.168.100.9","TLSv1.2","622","Application Data"
"343","14.243953","104.18.32.47","192.168.100.9","TLSv1.2","101","Application Data"
"344","14.243953","104.18.32.47","192.168.100.9","TLSv1.2","85","Application Data"
"345","14.244072","192.168.100.9","104.18.32.47","TCP","54","59880  >  443 [ACK] Seq=4670 Ack=686 Win=250 Len=0"
"346","14.245743","192.168.100.9","104.18.32.47","TLSv1.2","89","Application Data"
"347","14.307400","104.18.32.47","192.168.100.9","TCP","60","443  >  59880 [ACK] Seq=686 Ack=4705 Win=11 Len=0"
"348","14.900409","192.168.100.9","142.250.181.138","UDP","71","51837  >  443 Len=29"
"349","14.948746","142.250.181.138","192.168.100.9","UDP","67","443  >  51837 Len=25"
"350","15.800143","192.168.100.34","224.0.0.251","MDNS","103","Standard query 0x0027 PTR _googlecast._tcp.local, ""QM"" question PTR _233637DE._sub._googlecast._tcp.local, ""QM"" question"
"351","15.800779","fe80::5ccf:b7ff:fe4d:68c","ff02::fb","MDNS","123","Standard query 0x0027 PTR _googlecast._tcp.local, ""QM"" question PTR _233637DE._sub._googlecast._tcp.local, ""QM"" question"
"352","17.107316","192.168.100.9","172.217.19.174","UDP","430","57768  >  443 Len=388"
"353","17.162862","172.217.19.174","192.168.100.9","UDP","71","443  >  57768 Len=29"
"354","17.163037","192.168.100.34","239.255.255.250","SSDP","167","M-SEARCH * HTTP/1.1 "
"355","17.183730","192.168.100.9","172.217.19.174","UDP","75","57768  >  443 Len=33"
"356","17.368331","192.168.100.9","172.217.19.174","UDP","71","57768  >  443 Len=29"
"357","17.406376","172.217.19.174","192.168.100.9","UDP","1271","443  >  57768 Len=1229"
"358","17.416966","192.168.100.9","172.217.19.174","UDP","79","57768  >  443 Len=37"
"359","17.420845","172.217.19.174","192.168.100.9","UDP","67","443  >  57768 Len=25"
"360","17.469874","172.217.19.174","192.168.100.9","UDP","67","443  >  57768 Len=25"
"361","17.673737","192.168.100.9","172.217.19.174","UDP","71","57768  >  443 Len=29"
"362","17.732008","172.217.19.174","192.168.100.9","UDP","68","443  >  57768 Len=26"
"363","17.949186","192.168.100.9","172.217.19.174","UDP","71","57768  >  443 Len=29"
"364","18.000224","172.217.19.174","192.168.100.9","UDP","68","443  >  57768 Len=26"
"365","18.208806","192.168.100.9","172.217.19.174","UDP","71","57768  >  443 Len=29"
"366","18.260747","172.217.19.174","192.168.100.9","UDP","68","443  >  57768 Len=26"
"367","18.467019","192.168.100.9","172.217.19.174","UDP","71","57768  >  443 Len=29"
"368","18.518365","172.217.19.174","192.168.100.9","UDP","68","443  >  57768 Len=26"
"369","18.578683","192.168.100.9","20.195.84.23","TLSv1.2","85","Application Data"
"370","18.699388","20.195.84.23","192.168.100.9","TCP","60","443  >  58636 [ACK] Seq=28 Ack=91 Win=501 Len=0"
"371","18.723968","192.168.100.9","172.217.19.174","UDP","71","57768  >  443 Len=29"
"372","18.775731","172.217.19.174","192.168.100.9","UDP","68","443  >  57768 Len=26"
"373","18.982102","192.168.100.9","172.217.19.174","UDP","71","57768  >  443 Len=29"
"374","19.034087","172.217.19.174","192.168.100.9","UDP","68","443  >  57768 Len=26"
"375","19.446805","192.168.100.9","172.217.19.174","UDP","71","57768  >  443 Len=29"
"376","19.496876","172.217.19.174","192.168.100.9","UDP","68","443  >  57768 Len=26"
"377","20.301606","192.168.100.9","172.217.19.174","UDP","71","57768  >  443 Len=29"
"378","20.363870","172.217.19.174","192.168.100.9","UDP","68","443  >  57768 Len=26"
"379","20.624325","192.168.100.9","172.217.17.42","UDP","71","55741  >  443 Len=29"
"380","20.673655","172.217.17.42","192.168.100.9","UDP","67","443  >  55741 Len=25"
"381","21.173284","192.168.100.9","34.36.57.103","TCP","55","59922  >  443 [ACK] Seq=1 Ack=1 Win=252 Len=1"
"382","21.216161","34.36.57.103","192.168.100.9","TCP","66","443  >  59922 [ACK] Seq=1 Ack=2 Win=1047 Len=0 SLE=1 SRE=2"
"383","21.312875","20.195.84.16","192.168.100.9","TLSv1.2","81","Application Data"
"384","21.350722","192.168.100.9","142.250.181.138","UDP","71","51837  >  443 Len=29"
"385","21.366651","192.168.100.9","20.195.84.16","TCP","54","58635  >  443 [ACK] Seq=60 Ack=55 Win=254 Len=0"
"386","21.431262","192.168.100.9","142.250.181.138","UDP","71","51837  >  443 Len=29"
"387","21.468263","142.250.181.138","192.168.100.9","UDP","67","443  >  51837 Len=25"
"388","21.561084","192.168.100.9","142.250.181.138","UDP","71","51837  >  443 Len=29"
"389","21.568826","142.250.181.138","192.168.100.9","UDP","68","443  >  51837 Len=26"
"390","21.659225","142.250.181.138","192.168.100.9","UDP","70","443  >  51837 Len=28"
"391","21.967331","192.168.100.9","172.217.19.174","UDP","71","57768  >  443 Len=29"
"392","22.019227","172.217.19.174","192.168.100.9","UDP","68","443  >  57768 Len=26"
"393","22.294270","192.168.100.9","34.144.254.29","TCP","55","59811  >  443 [ACK] Seq=1 Ack=1 Win=252 Len=1"
"394","22.341061","34.144.254.29","192.168.100.9","TCP","66","443  >  59811 [ACK] Seq=1 Ack=2 Win=992 Len=0 SLE=1 SRE=2"
"395","22.524689","192.168.100.9","142.250.181.131","TCP","55","59848  >  443 [ACK] Seq=1 Ack=1 Win=255 Len=1"
"396","22.564541","142.250.181.131","192.168.100.9","TCP","66","443  >  59848 [ACK] Seq=1 Ack=2 Win=1045 Len=0 SLE=1 SRE=2"
"397","22.777070","172.217.19.174","192.168.100.9","UDP","79","443  >  57768 Len=37"
"398","22.777070","172.217.19.174","192.168.100.9","UDP","78","443  >  57768 Len=36"
"399","22.777448","172.217.19.174","192.168.100.9","UDP","121","443  >  57768 Len=79"
"400","22.786877","192.168.100.9","172.217.19.174","UDP","482","57768  >  443 Len=440"
"401","22.837708","172.217.19.174","192.168.100.9","UDP","72","443  >  57768 Len=30"
"402","22.855801","192.168.100.9","172.217.19.174","UDP","75","57768  >  443 Len=33"
"403","22.904878","192.168.100.9","34.144.254.29","TCP","55","59808  >  443 [ACK] Seq=1 Ack=1 Win=250 Len=1"
"404","22.944579","34.144.254.29","192.168.100.9","TCP","66","443  >  59808 [ACK] Seq=1 Ack=2 Win=1043 Len=0 SLE=1 SRE=2"
"405","23.045068","192.168.100.9","172.217.19.174","UDP","71","57768  >  443 Len=29"
"406","23.066570","172.217.19.174","192.168.100.9","UDP","154","443  >  57768 Len=112"
"407","23.093237","192.168.100.9","172.217.19.174","UDP","79","57768  >  443 Len=37"
"408","23.095333","172.217.19.174","192.168.100.9","UDP","68","443  >  57768 Len=26"
"409","23.143272","172.217.19.174","192.168.100.9","UDP","68","443  >  57768 Len=26"
"410","23.348913","192.168.100.9","172.217.19.174","UDP","71","57768  >  443 Len=29"
"411","23.399210","172.217.19.174","192.168.100.9","UDP","68","443  >  57768 Len=26"
"412","23.509407","192.168.100.9","34.144.254.29","TCP","55","59603  >  443 [ACK] Seq=1 Ack=1 Win=255 Len=1 [TCP PDU reassembled in 423]"
"413","23.548620","34.144.254.29","192.168.100.9","TCP","66","443  >  59603 [ACK] Seq=1 Ack=2 Win=2076 Len=0 SLE=1 SRE=2"
"414","23.613584","192.168.100.9","172.217.19.174","UDP","71","57768  >  443 Len=29"
"415","23.665163","172.217.19.174","192.168.100.9","UDP","68","443  >  57768 Len=26"
"416","23.878517","192.168.100.9","172.217.19.174","UDP","71","57768  >  443 Len=29"
"417","23.930302","172.217.19.174","192.168.100.9","UDP","68","443  >  57768 Len=26"
"418","24.130345","192.168.100.9","142.250.181.110","QUIC","409","Protected Payload (KP0), DCID=f4d74bad89b33c94"
"419","24.132908","192.168.100.9","172.217.19.174","UDP","71","57768  >  443 Len=29"
"420","24.135146","192.168.100.9","172.217.19.174","UDP","430","57768  >  443 Len=388"
"421","24.136139","20.195.84.23","192.168.100.9","TLSv1.2","81","Application Data"
"422","24.140241","192.168.100.9","172.217.19.174","UDP","344","57768  >  443 Len=302"
"423","24.156697","192.168.100.9","34.144.254.29","TLSv1.2","441","Ignored Unknown Record[Illegal Segments]"
"424","24.161435","192.168.100.9","172.217.19.238","QUIC","1292","Initial, DCID=ff1ba8d870b3a273, PKN: 1, PADDING, PING, PING, PADDING, PING, CRYPTO, PING, CRYPTO, CRYPTO, PADDING, PING, CRYPTO, PING, PING, PING"
"425","24.161547","192.168.100.9","172.217.19.238","QUIC","1292","Initial, DCID=ff1ba8d870b3a273, PKN: 2, PING, CRYPTO, CRYPTO, PADDING, CRYPTO, CRYPTO, PADDING, CRYPTO, PING, CRYPTO, PADDING, CRYPTO"
"426","24.161807","192.168.100.9","172.217.19.238","QUIC","122","0-RTT, DCID=ff1ba8d870b3a273"
"427","24.163508","192.168.100.9","192.168.100.1","TCP","66","59938  >  53 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"428","24.163637","192.168.100.9","192.168.100.1","TCP","66","59939  >  53 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"429","24.167564","192.168.100.1","192.168.100.9","TCP","66","53  >  59938 [SYN, ACK] Seq=0 Ack=1 Win=14600 Len=0 MSS=1460 SACK_PERM WS=4"
"430","24.167669","192.168.100.9","192.168.100.1","TCP","54","59938  >  53 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"431","24.167722","192.168.100.1","192.168.100.9","TCP","66","53  >  59939 [SYN, ACK] Seq=0 Ack=1 Win=14600 Len=0 MSS=1460 SACK_PERM WS=4"
"432","24.167773","192.168.100.9","192.168.100.1","TCP","54","59939  >  53 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"433","24.167851","192.168.100.9","192.168.100.1","TCP","56","59938  >  53 [PSH, ACK] Seq=1 Ack=1 Win=65280 Len=2 [TCP PDU reassembled in 434]"
"434","24.167923","192.168.100.9","192.168.100.1","DNS","87","Standard query 0x3f04 A mail.google.com"
"435","24.167988","192.168.100.9","192.168.100.1","TCP","56","59939  >  53 [PSH, ACK] Seq=1 Ack=1 Win=65280 Len=2 [TCP PDU reassembled in 436]"
"436","24.168012","192.168.100.9","192.168.100.1","DNS","87","Standard query 0x7b8d HTTPS mail.google.com"
"437","24.182917","192.168.100.1","192.168.100.9","TCP","54","53  >  59938 [ACK] Seq=1 Ack=3 Win=14600 Len=0"
"438","24.183047","192.168.100.1","192.168.100.9","TCP","54","53  >  59938 [ACK] Seq=1 Ack=36 Win=14600 Len=0"
"439","24.183047","192.168.100.1","192.168.100.9","TCP","54","53  >  59939 [ACK] Seq=1 Ack=3 Win=14600 Len=0"
"440","24.183391","192.168.100.1","192.168.100.9","TCP","54","53  >  59939 [ACK] Seq=1 Ack=36 Win=14600 Len=0"
"441","24.187276","172.217.19.174","192.168.100.9","UDP","74","443  >  57768 Len=32"
"442","24.191834","192.168.100.9","20.195.84.23","TCP","54","58636  >  443 [ACK] Seq=91 Ack=55 Win=254 Len=0"
"443","24.196008","142.250.181.110","192.168.100.9","QUIC","70","Protected Payload (KP0)"
"444","24.200338","34.144.254.29","192.168.100.9","TCP","60","443  >  59603 [ACK] Seq=1 Ack=389 Win=2087 Len=0"
"445","24.204053","172.217.19.238","192.168.100.9","QUIC","82","Initial, SCID=ff1ba8d870b3a273, PKN: 1, ACK"
"446","24.204053","172.217.19.238","192.168.100.9","QUIC","1292","Initial, SCID=ff1ba8d870b3a273, PKN: 2, ACK, PADDING"
"447","24.204345","192.168.100.9","172.217.19.174","UDP","75","57768  >  443 Len=33"
"448","24.225341","192.168.100.9","142.250.181.110","QUIC","74","Protected Payload (KP0), DCID=f4d74bad89b33c94"
"449","24.240267","192.168.100.9","142.250.102.188","TCP","55","58532  >  443 [ACK] Seq=1 Ack=1 Win=253 Len=1"
"450","24.256270","192.168.100.9","142.250.102.188","TCP","55","58531  >  5228 [ACK] Seq=1 Ack=1 Win=253 Len=1"
"451","24.256659","192.168.100.9","172.217.19.238","QUIC","1292","Initial, DCID=ff1ba8d870b3a273, PKN: 5, PADDING, PING, PADDING"
"452","24.321027","172.217.19.238","192.168.100.9","QUIC","1292","Initial, SCID=ff1ba8d870b3a273, PKN: 3, CRYPTO, PADDING"
"453","24.321027","172.217.19.238","192.168.100.9","QUIC","460","Protected Payload (KP0)"
"454","24.321220","172.217.19.238","192.168.100.9","QUIC","672","Protected Payload (KP0)"
"455","24.321704","192.168.100.9","172.217.19.238","QUIC","120","Handshake, DCID=ff1ba8d870b3a273"
"456","24.321826","192.168.100.9","172.217.19.238","QUIC","73","Protected Payload (KP0), DCID=ff1ba8d870b3a273"
"457","24.321910","172.217.19.238","192.168.100.9","QUIC","67","Protected Payload (KP0)"
"458","24.322108","192.168.100.9","172.217.19.238","QUIC","1288","Protected Payload (KP0), DCID=ff1ba8d870b3a273"
"459","24.322160","192.168.100.9","172.217.19.238","QUIC","1288","Protected Payload (KP0), DCID=ff1ba8d870b3a273"
"460","24.322192","192.168.100.9","172.217.19.238","QUIC","909","Protected Payload (KP0), DCID=ff1ba8d870b3a273"
"461","24.322357","192.168.100.9","172.217.19.238","QUIC","960","Protected Payload (KP0), DCID=ff1ba8d870b3a273"
"462","24.360757","172.217.19.238","192.168.100.9","QUIC","162","Protected Payload (KP0)"
"463","24.361890","172.217.19.238","192.168.100.9","QUIC","67","Protected Payload (KP0)"
"464","24.363421","172.217.19.238","192.168.100.9","QUIC","71","Protected Payload (KP0)"
"465","24.363421","172.217.19.238","192.168.100.9","QUIC","67","Protected Payload (KP0)"
"466","24.363629","192.168.100.9","172.217.19.238","QUIC","74","Protected Payload (KP0), DCID=ff1ba8d870b3a273"
"467","24.379493","192.168.100.1","192.168.100.9","DNS","105","Standard query response 0x3f04 A mail.google.com A 172.217.17.69"
"468","24.379657","192.168.100.9","192.168.100.1","TCP","54","59938  >  53 [FIN, ACK] Seq=36 Ack=52 Win=65280 Len=0"
"469","24.380875","192.168.100.9","172.217.19.5","TLSv1.2","3911","Application Data"
"470","24.380933","192.168.100.9","172.217.19.5","TLSv1.2","93","Application Data"
"471","24.381166","192.168.100.1","192.168.100.9","TCP","54","53  >  59938 [FIN, ACK] Seq=52 Ack=37 Win=14600 Len=0"
"472","24.381199","192.168.100.9","192.168.100.1","TCP","54","59938  >  53 [ACK] Seq=37 Ack=53 Win=65280 Len=0"
"473","24.384234","192.168.100.1","192.168.100.9","DNS","139","Standard query response 0x7b8d HTTPS mail.google.com SOA ns1.google.com"
"474","24.384530","192.168.100.9","192.168.100.1","TCP","54","59939  >  53 [FIN, ACK] Seq=36 Ack=86 Win=65280 Len=0"
"475","24.384795","192.168.100.9","172.217.17.69","TCP","66","59940  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"476","24.389601","172.217.19.238","192.168.100.9","QUIC","72","Protected Payload (KP0)"
"477","24.389869","192.168.100.9","172.217.19.174","UDP","71","57768  >  443 Len=29"
"478","24.393557","142.250.102.188","192.168.100.9","TCP","66","443  >  58532 [ACK] Seq=1 Ack=2 Win=1047 Len=0 SLE=1 SRE=2"
"479","24.399591","192.168.100.9","142.250.181.110","QUIC","71","Protected Payload (KP0), DCID=f4d74bad89b33c94"
"480","24.414005","142.250.102.188","192.168.100.9","TCP","66","5228  >  58531 [ACK] Seq=1 Ack=2 Win=1046 Len=0 SLE=1 SRE=2"
"481","24.415814","192.168.100.9","172.217.19.238","QUIC","74","Protected Payload (KP0), DCID=ff1ba8d870b3a273"
"482","24.422778","192.168.100.1","192.168.100.9","TCP","54","53  >  59939 [ACK] Seq=86 Ack=37 Win=14600 Len=0"
"483","24.422817","172.217.17.69","192.168.100.9","TCP","66","443  >  59940 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1412 SACK_PERM WS=256"
"484","24.422879","192.168.100.9","172.217.17.69","TCP","54","59940  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"485","24.423024","172.217.19.5","192.168.100.9","TCP","54","443  >  59787 [ACK] Seq=1 Ack=1413 Win=962 Len=0"
"486","24.423378","192.168.100.9","172.217.17.69","TLSv1.3","2234","Client Hello (SNI=mail.google.com)"
"487","24.423862","172.217.19.5","192.168.100.9","TCP","66","[TCP Dup ACK 485#1] 443  >  59787 [ACK] Seq=1 Ack=1413 Win=962 Len=0 SLE=2825 SRE=3858"
"488","24.424154","172.217.19.5","192.168.100.9","TCP","66","[TCP Dup ACK 485#2] 443  >  59787 [ACK] Seq=1 Ack=1413 Win=962 Len=0 SLE=2825 SRE=3897"
"489","24.424154","172.217.19.5","192.168.100.9","TCP","60","443  >  59787 [ACK] Seq=1 Ack=3897 Win=953 Len=0"
"490","24.424495","172.217.19.174","192.168.100.9","UDP","166","443  >  57768 Len=124"
"491","24.425550","172.217.19.5","192.168.100.9","TLSv1.2","93","Application Data"
"492","24.441191","172.217.19.174","192.168.100.9","UDP","68","443  >  57768 Len=26"
"493","24.441443","192.168.100.9","172.217.19.174","UDP","79","57768  >  443 Len=37"
"494","24.445335","34.144.254.29","192.168.100.9","TLSv1.2","688","Application Data"
"495","24.463175","172.217.17.69","192.168.100.9","TCP","66","[TCP Dup ACK 483#1] 443  >  59940 [ACK] Seq=1 Ack=1 Win=269824 Len=0 SLE=1413 SRE=2181"
"496","24.463175","172.217.17.69","192.168.100.9","TCP","54","443  >  59940 [ACK] Seq=1 Ack=2181 Win=267776 Len=0"
"497","24.463481","172.217.19.174","192.168.100.9","UDP","1292","443  >  57768 Len=1250"
"498","24.463481","172.217.19.174","192.168.100.9","UDP","1276","443  >  57768 Len=1234"
"499","24.463481","172.217.19.174","192.168.100.9","UDP","1287","443  >  57768 Len=1245"
"500","24.463481","172.217.19.174","192.168.100.9","UDP","191","443  >  57768 Len=149"
"501","24.468464","172.217.19.174","192.168.100.9","UDP","1292","443  >  57768 Len=1250"
