"No.","Time","Source","Destination","Protocol","Length","Info"
"4254","130.058465","172.217.19.238","192.168.100.9","UDP","1129","443  >  62135 Len=1087"
"4255","130.058993","172.217.19.238","192.168.100.9","UDP","87","443  >  62135 Len=45"
"4256","130.065376","192.168.100.9","142.250.181.110","UDP","623","51539  >  443 Len=581"
"4257","130.081414","192.168.100.9","172.217.19.238","UDP","83","62135  >  443 Len=41"
"4258","130.099192","192.168.100.9","172.217.17.42","UDP","71","51134  >  443 Len=29"
"4259","130.116503","142.250.181.110","192.168.100.9","UDP","75","443  >  51539 Len=33"
"4260","130.129610","172.217.19.238","192.168.100.9","UDP","68","443  >  62135 Len=26"
"4261","130.129972","192.168.100.9","142.250.181.110","UDP","75","51539  >  443 Len=33"
"4262","130.150845","172.217.17.42","192.168.100.9","UDP","67","443  >  51134 Len=25"
"4263","130.174937","172.64.155.209","192.168.100.9","TLSv1.2","162","Application Data"
"4264","130.214593","192.168.100.9","172.64.155.209","TCP","54","59883  >  443 [ACK] Seq=42669 Ack=55028 Win=252 Len=0"
"4265","130.321504","192.168.100.9","142.250.181.110","UDP","71","51539  >  443 Len=29"
"4266","130.365562","192.168.100.9","172.217.17.42","UDP","71","51134  >  443 Len=29"
"4267","130.371456","142.250.181.110","192.168.100.9","UDP","68","443  >  51539 Len=26"
"4268","130.379323","172.64.155.209","192.168.100.9","TLSv1.2","162","Application Data"
"4269","130.385474","142.250.181.110","192.168.100.9","UDP","557","443  >  51539 Len=515"
"4270","130.385701","142.250.181.110","192.168.100.9","UDP","65","443  >  51539 Len=23"
"4271","130.398740","192.168.100.9","142.250.181.110","UDP","82","51539  >  443 Len=40"
"4272","130.415332","172.217.17.42","192.168.100.9","UDP","67","443  >  51134 Len=25"
"4273","130.431578","192.168.100.9","172.64.155.209","TCP","54","59883  >  443 [ACK] Seq=42669 Ack=55136 Win=251 Len=0"
"4274","130.448767","142.250.181.110","192.168.100.9","UDP","68","443  >  51539 Len=26"
"4275","130.579927","172.64.155.209","192.168.100.9","TLSv1.2","178","Application Data"
"4276","130.616989","192.168.100.9","172.217.17.42","UDP","71","51134  >  443 Len=29"
"4277","130.632158","192.168.100.9","172.64.155.209","TCP","54","59883  >  443 [ACK] Seq=42669 Ack=55260 Win=251 Len=0"
"4278","130.667260","172.217.17.42","192.168.100.9","UDP","67","443  >  51134 Len=25"
"4279","130.719913","192.168.100.9","142.250.181.99","QUIC","1292","Initial, DCID=532bbd20483201d9, PKN: 1, PING, CRYPTO, PING, PING, CRYPTO, PING, PADDING, CRYPTO, CRYPTO, CRYPTO, PING, PING, CRYPTO, CRYPTO, PADDING, CRYPTO, CRYPTO, PADDING, CRYPTO"
"4280","130.720029","192.168.100.9","142.250.181.99","QUIC","1292","Initial, DCID=532bbd20483201d9, PKN: 2, CRYPTO, CRYPTO, PING, PADDING, CRYPTO, PADDING, CRYPTO, PING, CRYPTO, CRYPTO, CRYPTO, CRYPTO, PADDING"
"4281","130.720345","192.168.100.9","142.250.181.99","QUIC","124","0-RTT, DCID=532bbd20483201d9"
"4282","130.721667","192.168.100.9","142.250.181.99","QUIC","591","0-RTT, DCID=532bbd20483201d9"
"4283","130.722047","192.168.100.9","172.217.19.238","UDP","552","62135  >  443 Len=510"
"4284","130.760011","142.250.181.99","192.168.100.9","QUIC","82","Initial, SCID=f32bbd20483201d9, PKN: 1, ACK"
"4285","130.760550","142.250.181.99","192.168.100.9","QUIC","1292","Initial, SCID=f32bbd20483201d9, PKN: 2, ACK, PADDING"
"4286","130.768926","172.217.19.238","192.168.100.9","UDP","75","443  >  62135 Len=33"
"4287","130.787906","172.64.155.209","192.168.100.9","TLSv1.2","170","Application Data"
"4288","130.788253","192.168.100.9","172.217.19.238","UDP","76","62135  >  443 Len=34"
"4289","130.804001","192.168.100.9","142.250.181.99","QUIC","1292","Initial, DCID=f32bbd20483201d9, PKN: 6, PADDING, PING, PADDING"
"4290","130.832480","192.168.100.9","172.64.155.209","TCP","54","59883  >  443 [ACK] Seq=42669 Ack=55376 Win=250 Len=0"
"4291","130.843453","142.250.181.99","192.168.100.9","QUIC","1292","Initial, SCID=f32bbd20483201d9, PKN: 3, ACK, PADDING"
"4292","130.873338","192.168.100.9","172.217.17.42","UDP","71","51134  >  443 Len=29"
"4293","130.879340","142.250.181.99","192.168.100.9","QUIC","1292","Initial, SCID=f32bbd20483201d9, PKN: 4, CRYPTO, PADDING"
"4294","130.879340","142.250.181.99","192.168.100.9","QUIC","351","Protected Payload (KP0)"
"4295","130.879340","142.250.181.99","192.168.100.9","QUIC","983","Protected Payload (KP0)"
"4296","130.879340","142.250.181.99","192.168.100.9","QUIC","68","Protected Payload (KP0)"
"4297","130.879340","142.250.181.99","192.168.100.9","QUIC","66","Protected Payload (KP0)"
"4298","130.879727","142.250.181.99","192.168.100.9","QUIC","64","Protected Payload (KP0)"
"4299","130.880314","192.168.100.9","142.250.181.99","QUIC","120","Handshake, DCID=f32bbd20483201d9"
"4300","130.880482","192.168.100.9","142.250.181.99","QUIC","73","Protected Payload (KP0), DCID=f32bbd20483201d9"
"4301","130.880664","192.168.100.9","142.250.181.99","QUIC","73","Protected Payload (KP0), DCID=f32bbd20483201d9"
"4302","130.921336","142.250.181.99","192.168.100.9","QUIC","162","Protected Payload (KP0)"
"4303","130.923478","172.217.17.42","192.168.100.9","UDP","67","443  >  51134 Len=25"
"4304","130.949475","192.168.100.9","142.250.181.99","QUIC","74","Protected Payload (KP0), DCID=f32bbd20483201d9"
"4305","130.977542","192.168.100.9","172.217.19.238","UDP","71","62135  >  443 Len=29"
"4306","131.000500","142.250.181.99","192.168.100.9","QUIC","559","Protected Payload (KP0)"
"4307","131.000702","142.250.181.99","192.168.100.9","QUIC","64","Protected Payload (KP0)"
"4308","131.000959","192.168.100.9","142.250.181.99","QUIC","77","Protected Payload (KP0), DCID=f32bbd20483201d9"
"4309","131.024749","172.217.19.238","192.168.100.9","UDP","68","443  >  62135 Len=26"
"4310","131.036706","172.64.155.209","192.168.100.9","TLSv1.2","178","Application Data"
"4311","131.039988","142.250.181.99","192.168.100.9","QUIC","67","Protected Payload (KP0)"
"4312","131.079050","192.168.100.9","172.64.155.209","TCP","54","59883  >  443 [ACK] Seq=42669 Ack=55500 Win=255 Len=0"
"4313","131.090885","172.217.19.238","192.168.100.9","UDP","1130","443  >  62135 Len=1088"
"4314","131.091560","172.217.19.238","192.168.100.9","UDP","251","443  >  62135 Len=209"
"4315","131.097940","192.168.100.9","142.250.181.110","UDP","754","51539  >  443 Len=712"
"4316","131.115849","192.168.100.9","172.217.19.238","UDP","83","62135  >  443 Len=41"
"4317","131.131248","192.168.100.9","172.217.17.42","UDP","71","51134  >  443 Len=29"
"4318","131.154001","142.250.181.110","192.168.100.9","UDP","75","443  >  51539 Len=33"
"4319","131.165653","192.168.100.9","142.250.181.110","UDP","75","51539  >  443 Len=33"
"4320","131.169593","172.217.19.238","192.168.100.9","UDP","68","443  >  62135 Len=26"
"4321","131.183518","172.217.17.42","192.168.100.9","UDP","67","443  >  51134 Len=25"
"4322","131.252586","172.64.155.209","192.168.100.9","TLSv1.2","178","Application Data"
"4323","131.295010","192.168.100.9","172.64.155.209","TCP","54","59883  >  443 [ACK] Seq=42669 Ack=55624 Win=255 Len=0"
"4324","131.365362","192.168.100.9","142.250.181.110","UDP","71","51539  >  443 Len=29"
"4325","131.424216","142.250.181.110","192.168.100.9","UDP","68","443  >  51539 Len=26"
"4326","131.433270","142.250.181.110","192.168.100.9","UDP","558","443  >  51539 Len=516"
"4327","131.435059","142.250.181.110","192.168.100.9","UDP","65","443  >  51539 Len=23"
"4328","131.443353","192.168.100.9","142.250.181.110","UDP","82","51539  >  443 Len=40"
"4329","131.447768","172.64.155.209","192.168.100.9","TLSv1.2","162","Application Data"
"4330","131.494204","142.250.181.110","192.168.100.9","UDP","68","443  >  51539 Len=26"
"4331","131.497862","192.168.100.9","172.64.155.209","TCP","54","59883  >  443 [ACK] Seq=42669 Ack=55732 Win=255 Len=0"
"4332","131.584748","192.168.100.9","172.217.17.42","UDP","71","51134  >  443 Len=29"
"4333","131.635408","172.217.17.42","192.168.100.9","UDP","67","443  >  51134 Len=25"
"4334","131.656429","172.64.155.209","192.168.100.9","TLSv1.2","178","Application Data"
"4335","131.698191","192.168.100.9","172.64.155.209","TCP","54","59883  >  443 [ACK] Seq=42669 Ack=55856 Win=254 Len=0"
"4336","131.916736","172.64.155.209","192.168.100.9","TLSv1.2","186","Application Data"
"4337","131.965839","192.168.100.9","172.64.155.209","TCP","54","59883  >  443 [ACK] Seq=42669 Ack=55988 Win=254 Len=0"
"4338","132.080881","192.168.100.9","142.250.102.188","TCP","55","[TCP Keep-Alive] 58531  >  5228 [ACK] Seq=27 Ack=27 Win=253 Len=1"
"4339","132.125927","172.64.155.209","192.168.100.9","TLSv1.2","202","Application Data"
"4340","132.166363","192.168.100.9","172.64.155.209","TCP","54","59883  >  443 [ACK] Seq=42669 Ack=56136 Win=253 Len=0"
"4341","132.239824","142.250.102.188","192.168.100.9","TCP","66","[TCP Keep-Alive ACK] 5228  >  58531 [ACK] Seq=27 Ack=28 Win=1046 Len=0 SLE=27 SRE=28"
"4342","132.243795","142.250.181.138","192.168.100.9","UDP","120","443  >  57065 Len=78"
"4343","132.253928","192.168.100.9","142.250.181.138","UDP","75","57065  >  443 Len=33"
"4344","132.307312","192.168.100.35","224.0.0.251","MDNS","103","Standard query 0x005a PTR _233637DE._sub._googlecast._tcp.local, ""QM"" question PTR _googlecast._tcp.local, ""QM"" question"
"4345","132.314531","192.168.100.9","142.250.102.188","TCP","55","[TCP Keep-Alive] 58532  >  443 [ACK] Seq=27 Ack=27 Win=253 Len=1 [TCP PDU reassembled in 3017]"
"4346","132.317290","172.64.155.209","192.168.100.9","TLSv1.2","178","Application Data"
"4347","132.365040","192.168.100.9","172.64.155.209","TCP","54","59883  >  443 [ACK] Seq=42669 Ack=56260 Win=253 Len=0"
"4348","132.447772","192.168.100.9","172.217.17.42","UDP","71","51134  >  443 Len=29"
"4349","132.447899","192.168.100.9","142.250.181.138","UDP","71","57065  >  443 Len=29"
"4350","132.469548","142.250.102.188","192.168.100.9","TCP","66","[TCP Keep-Alive ACK] 443  >  58532 [ACK] Seq=27 Ack=28 Win=1047 Len=0 SLE=27 SRE=28"
"4351","132.503388","142.250.181.138","192.168.100.9","UDP","67","443  >  57065 Len=25"
"4352","132.504303","172.217.17.42","192.168.100.9","UDP","67","443  >  51134 Len=25"
"4353","132.544050","172.64.155.209","192.168.100.9","TLSv1.2","154","Application Data"
"4354","132.598548","192.168.100.9","172.64.155.209","TCP","54","59883  >  443 [ACK] Seq=42669 Ack=56360 Win=252 Len=0"
"4355","132.715600","192.168.100.9","142.250.181.138","UDP","71","57065  >  443 Len=29"
"4356","132.748036","172.64.155.209","192.168.100.9","TLSv1.2","138","Application Data"
"4357","132.765114","192.168.100.9","172.64.155.209","TLSv1.2","89","Application Data"
"4358","132.765233","192.168.100.9","172.64.155.209","TLSv1.2","89","Application Data"
"4359","132.774064","142.250.181.138","192.168.100.9","UDP","67","443  >  57065 Len=25"
"4360","132.791703","172.64.155.209","192.168.100.9","TCP","60","443  >  59883 [ACK] Seq=56444 Ack=42704 Win=121 Len=0"
"4361","132.792189","172.64.155.209","192.168.100.9","TCP","60","443  >  59883 [ACK] Seq=56444 Ack=42739 Win=121 Len=0"
"4362","132.812014","192.168.100.9","35.190.80.1","TCP","55","[TCP Keep-Alive] 60090  >  443 [ACK] Seq=1 Ack=1 Win=251 Len=1"
"4363","132.856230","35.190.80.1","192.168.100.9","TCP","66","[TCP Keep-Alive ACK] 443  >  60090 [ACK] Seq=1 Ack=2 Win=1045 Len=0 SLE=1 SRE=2"
"4364","132.978293","192.168.100.9","142.250.181.138","UDP","71","57065  >  443 Len=29"
"4365","132.981765","172.64.155.209","192.168.100.9","TLSv1.2","162","Application Data"
"4366","133.027709","142.250.181.138","192.168.100.9","UDP","67","443  >  57065 Len=25"
"4367","133.031775","192.168.100.9","172.64.155.209","TCP","54","59883  >  443 [ACK] Seq=42739 Ack=56552 Win=251 Len=0"
"4368","133.176060","172.64.155.209","192.168.100.9","TLSv1.2","170","Application Data"
"4369","133.224594","192.168.100.9","172.64.155.209","TCP","54","59883  >  443 [ACK] Seq=42739 Ack=56668 Win=251 Len=0"
"4370","133.242492","192.168.100.9","142.250.181.138","UDP","71","57065  >  443 Len=29"
"4371","133.292440","142.250.181.138","192.168.100.9","UDP","67","443  >  57065 Len=25"
"4372","133.371000","172.64.155.209","192.168.100.9","TLSv1.2","186","Application Data"
"4373","133.380596","192.168.100.9","172.217.19.174","UDP","71","54630  >  443 Len=29"
"4374","133.419630","192.168.100.9","172.64.155.209","TCP","54","59883  >  443 [ACK] Seq=42739 Ack=56800 Win=250 Len=0"
"4375","133.434030","172.217.19.174","192.168.100.9","UDP","68","443  >  54630 Len=26"
"4376","133.499092","192.168.100.9","142.250.181.138","UDP","71","57065  >  443 Len=29"
"4377","133.559219","142.250.181.138","192.168.100.9","UDP","67","443  >  57065 Len=25"
"4378","133.612159","172.64.155.209","192.168.100.9","TLSv1.2","154","Application Data"
"4379","133.656048","192.168.100.9","172.64.155.209","TCP","54","59883  >  443 [ACK] Seq=42739 Ack=56900 Win=255 Len=0"
"4380","133.762980","192.168.100.9","142.250.181.138","UDP","71","57065  >  443 Len=29"
"4381","133.798614","20.195.84.23","192.168.100.9","TLSv1.2","81","Application Data"
"4382","133.798614","172.64.155.209","192.168.100.9","TLSv1.2","170","Application Data"
"4383","133.842478","192.168.100.9","20.195.84.23","TCP","54","58636  >  443 [ACK] Seq=389 Ack=244 Win=253 Len=0"
"4384","133.842498","192.168.100.9","172.64.155.209","TCP","54","59883  >  443 [ACK] Seq=42739 Ack=57016 Win=255 Len=0"
"4385","133.849047","192.168.100.9","142.250.181.138","UDP","71","57065  >  443 Len=29"
"4386","133.871736","142.250.181.138","192.168.100.9","UDP","67","443  >  57065 Len=25"
"4387","133.927295","142.250.181.138","192.168.100.9","UDP","68","443  >  57065 Len=26"
"4388","134.010243","172.64.155.209","192.168.100.9","TLSv1.2","170","Application Data"
"4389","134.058589","192.168.100.9","172.64.155.209","TCP","54","59883  >  443 [ACK] Seq=42739 Ack=57132 Win=255 Len=0"
"4390","134.105016","192.168.100.9","172.217.17.42","UDP","71","51134  >  443 Len=29"
"4391","134.156305","172.217.17.42","192.168.100.9","UDP","67","443  >  51134 Len=25"
"4392","134.225174","172.64.155.209","192.168.100.9","TLSv1.2","202","Application Data"
"4393","134.265788","192.168.100.9","172.64.155.209","TCP","54","59883  >  443 [ACK] Seq=42739 Ack=57280 Win=254 Len=0"
"4394","134.342679","192.168.100.9","142.250.181.138","UDP","71","57065  >  443 Len=29"
"4395","134.382564","142.250.181.138","192.168.100.9","UDP","68","443  >  57065 Len=26"
"4396","134.420259","172.64.155.209","192.168.100.9","TLSv1.2","186","Application Data"
"4397","134.464533","192.168.100.9","172.64.155.209","TCP","54","59883  >  443 [ACK] Seq=42739 Ack=57412 Win=253 Len=0"
"4398","134.618273","172.64.155.209","192.168.100.9","TLSv1.2","202","Application Data"
"4399","134.664739","192.168.100.9","172.64.155.209","TCP","54","59883  >  443 [ACK] Seq=42739 Ack=57560 Win=253 Len=0"
"4400","134.829717","172.64.155.209","192.168.100.9","TLSv1.2","186","Application Data"
"4401","134.873272","192.168.100.9","172.64.155.209","TCP","54","59883  >  443 [ACK] Seq=42739 Ack=57692 Win=252 Len=0"
"4402","135.059458","172.64.155.209","192.168.100.9","TLSv1.2","210","Application Data"
"4403","135.100185","192.168.100.9","172.64.155.209","TCP","54","59883  >  443 [ACK] Seq=42739 Ack=57848 Win=252 Len=0"
"4404","135.197419","192.168.100.9","142.250.181.138","UDP","71","57065  >  443 Len=29"
"4405","135.244480","142.250.181.138","192.168.100.9","UDP","68","443  >  57065 Len=26"
"4406","135.246135","172.64.155.209","192.168.100.9","TLSv1.2","146","Application Data"
"4407","135.297233","192.168.100.9","172.64.155.209","TCP","54","59883  >  443 [ACK] Seq=42739 Ack=57940 Win=251 Len=0"
"4408","135.472803","172.64.155.209","192.168.100.9","TLSv1.2","154","Application Data"
"4409","135.515069","192.168.100.9","172.64.155.209","TCP","54","59883  >  443 [ACK] Seq=42739 Ack=58040 Win=251 Len=0"
"4410","135.669019","172.64.155.209","192.168.100.9","TLSv1.2","170","Application Data"
"4411","135.711308","192.168.100.9","172.64.155.209","TCP","54","59883  >  443 [ACK] Seq=42739 Ack=58156 Win=251 Len=0"
"4412","135.893628","172.64.155.209","192.168.100.9","TLSv1.2","170","Application Data"
"4413","135.947806","192.168.100.9","172.64.155.209","TCP","54","59883  >  443 [ACK] Seq=42739 Ack=58272 Win=250 Len=0"
"4414","136.079804","192.168.100.9","34.144.254.29","TCP","55","[TCP Keep-Alive] 59603  >  443 [ACK] Seq=775 Ack=4209 Win=511 Len=1"
"4415","136.085820","172.64.155.209","192.168.100.9","TLSv1.2","178","Application Data"
"4416","136.130588","34.144.254.29","192.168.100.9","TCP","66","[TCP Keep-Alive ACK] 443  >  59603 [ACK] Seq=4209 Ack=776 Win=10106 Len=0 SLE=775 SRE=776"
"4417","136.132081","192.168.100.9","172.64.155.209","TCP","54","59883  >  443 [ACK] Seq=42739 Ack=58396 Win=255 Len=0"
"4418","136.299988","172.64.155.209","192.168.100.9","TLSv1.2","194","Application Data"
"4419","136.348003","192.168.100.9","172.64.155.209","TCP","54","59883  >  443 [ACK] Seq=42739 Ack=58536 Win=255 Len=0"
"4420","136.502947","172.64.155.209","192.168.100.9","TLSv1.2","186","Application Data"
"4421","136.545995","192.168.100.9","172.64.155.209","TCP","54","59883  >  443 [ACK] Seq=42739 Ack=58668 Win=254 Len=0"
"4422","136.707421","172.64.155.209","192.168.100.9","TLSv1.2","170","Application Data"
"4423","136.748487","192.168.100.9","172.64.155.209","TCP","54","59883  >  443 [ACK] Seq=42739 Ack=58784 Win=254 Len=0"
"4424","136.846075","192.168.100.9","142.250.181.138","UDP","71","57065  >  443 Len=29"
"4425","136.887155","142.250.181.138","192.168.100.9","UDP","68","443  >  57065 Len=26"
"4426","136.918885","172.64.155.209","192.168.100.9","TLSv1.2","186","Application Data"
"4427","136.962761","192.168.100.9","172.64.155.209","TCP","54","59883  >  443 [ACK] Seq=42739 Ack=58916 Win=253 Len=0"
"4428","137.140157","172.64.155.209","192.168.100.9","TLSv1.2","178","Application Data"
"4429","137.180548","192.168.100.9","172.64.155.209","TCP","54","59883  >  443 [ACK] Seq=42739 Ack=59040 Win=253 Len=0"
"4430","137.180808","192.168.100.9","20.195.84.23","TLSv1.2","85","Application Data"
"4431","137.351379","172.64.155.209","192.168.100.9","TLSv1.2","162","Application Data"
"4432","137.365112","192.168.100.9","172.217.17.42","UDP","71","51134  >  443 Len=29"
"4433","137.392626","192.168.100.9","172.64.155.209","TCP","54","59883  >  443 [ACK] Seq=42739 Ack=59148 Win=253 Len=0"
"4434","137.414919","172.217.17.42","192.168.100.9","UDP","67","443  >  51134 Len=25"
"4435","137.488534","192.168.100.9","20.195.84.23","TCP","85","[TCP Retransmission] 58636  >  443 [PSH, ACK] Seq=389 Ack=244 Win=253 Len=31"
"4436","137.577261","172.64.155.209","192.168.100.9","TLSv1.2","186","Application Data"
"4437","137.608492","20.195.84.23","192.168.100.9","TCP","66","443  >  58636 [ACK] Seq=244 Ack=420 Win=501 Len=0 SLE=389 SRE=420"
"4438","137.611771","192.168.100.9","34.144.254.29","TCP","55","[TCP Keep-Alive] 59808  >  443 [ACK] Seq=1 Ack=1 Win=251 Len=1"
"4439","137.627835","192.168.100.9","172.64.155.209","TCP","54","59883  >  443 [ACK] Seq=42739 Ack=59280 Win=252 Len=0"
"4440","137.658181","34.144.254.29","192.168.100.9","TCP","66","[TCP Keep-Alive ACK] 443  >  59808 [ACK] Seq=1 Ack=2 Win=1043 Len=0 SLE=1 SRE=2"
"4441","137.784174","172.64.155.209","192.168.100.9","TLSv1.2","186","Application Data"
"4442","137.796848","192.168.100.9","172.64.155.209","TLSv1.2","89","Application Data"
"4443","137.796945","192.168.100.9","172.64.155.209","TLSv1.2","89","Application Data"
"4444","137.815830","172.64.155.209","192.168.100.9","TCP","60","443  >  59883 [ACK] Seq=59412 Ack=42774 Win=121 Len=0"
"4445","137.816046","172.64.155.209","192.168.100.9","TCP","60","443  >  59883 [ACK] Seq=59412 Ack=42809 Win=121 Len=0"
"4446","138.046586","172.64.155.209","192.168.100.9","TLSv1.2","162","Application Data"
"4447","138.097523","192.168.100.9","172.64.155.209","TCP","54","59883  >  443 [ACK] Seq=42809 Ack=59520 Win=251 Len=0"
"4448","138.272401","172.64.155.209","192.168.100.9","TLSv1.2","178","Application Data"
"4449","138.314360","192.168.100.9","172.64.155.209","TCP","54","59883  >  443 [ACK] Seq=42809 Ack=59644 Win=251 Len=0"
"4450","138.438489","172.64.155.209","192.168.100.9","TLSv1.2","186","Application Data"
"4451","138.488595","192.168.100.9","172.64.155.209","TCP","54","59883  >  443 [ACK] Seq=42809 Ack=59776 Win=250 Len=0"
"4452","138.798797","192.168.100.9","192.168.100.1","TCP","66","60334  >  53 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"4453","138.799054","192.168.100.9","192.168.100.1","TCP","66","60335  >  53 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"4454","138.799492","192.168.100.9","104.18.32.47","TLSv1.2","234","Application Data"
"4455","138.799608","192.168.100.9","104.18.32.47","TLSv1.2","7319","Application Data"
"4456","138.800228","192.168.100.1","192.168.100.9","TCP","66","53  >  60334 [SYN, ACK] Seq=0 Ack=1 Win=14600 Len=0 MSS=1460 SACK_PERM WS=4"
"4457","138.800331","192.168.100.9","192.168.100.1","TCP","54","60334  >  53 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"4458","138.800441","192.168.100.1","192.168.100.9","TCP","66","53  >  60335 [SYN, ACK] Seq=0 Ack=1 Win=14600 Len=0 MSS=1460 SACK_PERM WS=4"
"4459","138.800481","192.168.100.9","192.168.100.1","TCP","56","60334  >  53 [PSH, ACK] Seq=1 Ack=1 Win=65280 Len=2 [TCP PDU reassembled in 4461]"
"4460","138.800549","192.168.100.9","192.168.100.1","TCP","54","60335  >  53 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"4461","138.800557","192.168.100.9","192.168.100.1","DNS","86","Standard query 0xc4c1 A ab.chatgpt.com"
"4462","138.800680","192.168.100.9","192.168.100.1","TCP","56","60335  >  53 [PSH, ACK] Seq=1 Ack=1 Win=65280 Len=2 [TCP PDU reassembled in 4463]"
"4463","138.800734","192.168.100.9","192.168.100.1","DNS","86","Standard query 0xc9f6 HTTPS ab.chatgpt.com"
"4464","138.807285","192.168.100.1","192.168.100.9","TCP","54","53  >  60334 [ACK] Seq=1 Ack=3 Win=14600 Len=0"
"4465","138.807285","192.168.100.1","192.168.100.9","TCP","54","53  >  60334 [ACK] Seq=1 Ack=35 Win=14600 Len=0"
"4466","138.807285","192.168.100.1","192.168.100.9","TCP","54","53  >  60335 [ACK] Seq=1 Ack=3 Win=14600 Len=0"
"4467","138.807285","192.168.100.1","192.168.100.9","TCP","54","53  >  60335 [ACK] Seq=1 Ack=35 Win=14600 Len=0"
"4468","138.820950","192.168.100.1","192.168.100.9","DNS","177","Standard query response 0xc4c1 A ab.chatgpt.com A 172.64.155.209 A 104.18.32.47 NS savanna.ns.cloudflare.com NS hassan.ns.cloudflare.com"
"4469","138.820950","192.168.100.1","192.168.100.9","DNS","149","Standard query response 0xc9f6 HTTPS ab.chatgpt.com SOA hassan.ns.cloudflare.com"
"4470","138.821141","104.18.32.47","192.168.100.9","TCP","60","443  >  59880 [ACK] Seq=5964 Ack=41069 Win=45 Len=0"
"4471","138.821279","192.168.100.9","192.168.100.1","TCP","54","60335  >  53 [FIN, ACK] Seq=35 Ack=96 Win=65280 Len=0"
"4472","138.821491","192.168.100.9","192.168.100.1","TCP","54","60334  >  53 [FIN, ACK] Seq=35 Ack=124 Win=65280 Len=0"
"4473","138.822753","192.168.100.1","192.168.100.9","TCP","54","53  >  60335 [FIN, ACK] Seq=96 Ack=36 Win=14600 Len=0"
"4474","138.822818","192.168.100.9","192.168.100.1","TCP","54","60335  >  53 [ACK] Seq=36 Ack=97 Win=65280 Len=0"
"4475","138.822927","104.18.32.47","192.168.100.9","TCP","60","443  >  59880 [ACK] Seq=5964 Ack=42469 Win=45 Len=0"
"4476","138.823373","104.18.32.47","192.168.100.9","TCP","60","443  >  59880 [ACK] Seq=5964 Ack=43869 Win=46 Len=0"
"4477","138.823997","104.18.32.47","192.168.100.9","TCP","60","443  >  59880 [ACK] Seq=5964 Ack=45269 Win=46 Len=0"
"4478","138.824448","104.18.32.47","192.168.100.9","TCP","60","443  >  59880 [ACK] Seq=5964 Ack=46669 Win=47 Len=0"
"4479","138.824448","192.168.100.1","192.168.100.9","TCP","54","53  >  60334 [FIN, ACK] Seq=124 Ack=36 Win=14600 Len=0"
"4480","138.824500","192.168.100.9","192.168.100.1","TCP","54","60334  >  53 [ACK] Seq=36 Ack=125 Win=65280 Len=0"
"4481","138.824697","104.18.32.47","192.168.100.9","TCP","66","[TCP Dup ACK 4478#1] 443  >  59880 [ACK] Seq=5964 Ack=46669 Win=47 Len=0 SLE=48069 SRE=48334"
"4482","138.824870","104.18.32.47","192.168.100.9","TCP","60","443  >  59880 [ACK] Seq=5964 Ack=48334 Win=47 Len=0"
"4483","138.837525","172.64.155.209","192.168.100.9","TLSv1.2","154","Application Data"
"4484","138.880471","192.168.100.9","172.64.155.209","TCP","54","59883  >  443 [ACK] Seq=42809 Ack=59876 Win=255 Len=0"
"4485","138.964717","104.18.32.47","192.168.100.9","TLSv1.2","954","Application Data"
"4486","138.965246","104.18.32.47","192.168.100.9","TLSv1.2","132","Application Data, Application Data"
"4487","138.965306","192.168.100.9","104.18.32.47","TCP","54","59880  >  443 [ACK] Seq=48334 Ack=6942 Win=252 Len=0"
"4488","138.966150","192.168.100.9","104.18.32.47","TLSv1.2","89","Application Data"
"4489","138.986999","104.18.32.47","192.168.100.9","TCP","60","443  >  59880 [ACK] Seq=6942 Ack=48369 Win=47 Len=0"
"4490","139.041700","172.64.155.209","192.168.100.9","TLSv1.2","154","Application Data"
"4491","139.084041","192.168.100.9","172.64.155.209","TCP","54","59883  >  443 [ACK] Seq=42809 Ack=59976 Win=255 Len=0"
"4492","139.209144","172.64.155.209","192.168.100.9","TLSv1.2","178","Application Data"
"4493","139.263727","192.168.100.9","172.64.155.209","TCP","54","59883  >  443 [ACK] Seq=42809 Ack=60100 Win=255 Len=0"
"4494","139.426990","172.64.155.209","192.168.100.9","TLSv1.2","146","Application Data"
"4495","139.474470","192.168.100.9","172.64.155.209","TCP","54","59883  >  443 [ACK] Seq=42809 Ack=60192 Win=254 Len=0"
"4496","139.626647","172.64.155.209","192.168.100.9","TLSv1.2","146","Application Data"
"4497","139.679806","192.168.100.9","172.64.155.209","TCP","54","59883  >  443 [ACK] Seq=42809 Ack=60284 Win=254 Len=0"
"4498","139.847753","172.64.155.209","192.168.100.9","TLSv1.2","162","Application Data"
"4499","139.897860","192.168.100.9","172.64.155.209","TCP","54","59883  >  443 [ACK] Seq=42809 Ack=60392 Win=253 Len=0"
"4500","140.061332","172.64.155.209","192.168.100.9","TLSv1.2","162","Application Data"
"4501","140.099055","192.168.100.9","142.250.181.138","UDP","71","57065  >  443 Len=29"
"4502","140.114156","192.168.100.9","172.64.155.209","TCP","54","59883  >  443 [ACK] Seq=42809 Ack=60500 Win=253 Len=0"
"4503","140.155975","142.250.181.138","192.168.100.9","UDP","69","443  >  57065 Len=27"
